Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image
"Redmi 4 (Gold, 32 GB)",4.2,"8,990",3,32,128,12.7,5,13,,,,4100,Snapdragon 435 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 6 Pro (Rose Gold, 64 GB)",4.5,"13,490",4,64,256,15.9,6.26,12,5,,,4000,Qualcomm Snapdragon 636 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi 10 (Coral Green, 256 GB)",4.3,"54,999",8,256,,16.94,6.67,108,13,2,2,4780,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A10 (Black, 32 GB)",4.4,"7,990",2,32,512,15.75,6.2,13,,,,3400,Exynos 7884 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"InFocus A3 (Jet Black, 16 GB)",3.8,"9,500",2,16,128,13.21,5.2,13,2,,,3000,MediaTek Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Honor 9N (Purple, 64 GB)",4.3,"14,500",4,64,256,14.83,5.84,13,2,,,3000,Kirin 659 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO K1 (Piano Black, 64 GB)",4.3,"16,490",6,64,256,16.28,6.41,16,2,,,3600,Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y91 (Ocean Blue, 32 GB)",4.4,"11,990",2,32,256,15.8,6.22,13,2,,,4030,Helio P22 (MTK6762R) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Micromax iOne (Black, 16 GB)",3.9,"5,999",2,16,64,13.84,5.45,5,,,,2200,SC9863A Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy J5 Prime (Gold, 32 GB)",4.3,"13,500",3,32,256,12.7,5,13,,,,2400,Exynos 7570 Quad Core 1.4GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 5 (Matte Black, 16 GB)",4.1,"12,499",3,16,128,13.21,5.2,13,,,,3000,Qualcomm Snapdragon 430 64-bit Octa Core 1.4 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Itel VISION 1 (GRADATION BLUE, 32 GB)",2.5,"6,899",2,32,128,15.46,6.088,8,,,,4000,UNISOC SC9863A OCTA CORE Processor,https://rukminim1.flixcart.com/image/312/312/kebpqq80/mobile/x/g/q/itel-vision-1-l6005-original-imafvf3kvzdqzszh.jpeg?q=70
"Vivo Y91 (Nebula Purple, 32 GB)",4.4,"10,500",3,32,256,15.8,6.22,13,2,,,4030,Qualcomm Snapdragon 439 Processor,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/v/x/k/y91-32-d-1811-pd1818bf-ex-vivo-3-original-imafgrndgu2gazrv.jpeg?q=70
"Vivo Y71i (Gold, 16 GB)",4.3,"8,900",2,16,256,15.24,6,8,,,,3360,Qualcomm Snapdragon 425 Processor,https://rukminim1.flixcart.com/image/312/312/jjrgosw0/mobile/c/h/d/vivo-y71i-1801-1731b-original-imaf79huc3gjjhvp.jpeg?q=70
"Samsung Galaxy S10 (Prism Blue, 128 GB)",4.6,"61,900",8,128,512,15.49,6.1,16,12,,,3400,Exynos 9 9820 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K600 (Black, 16 GB)",2.9,"3,899",2,16,,12.7,5,5,,,,2200,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Voto V2i (Black, 32 GB)",3.5,"4,890",2,32,,12.7,5,13,,,,3000,Spreadtrum SC9832 Cortex A7 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y93 (Starry Black, 64 GB)",4.4,"14,990",3,64,256,15.8,6.22,13,2,,,4030,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A3s (Purple, 64 GB)",4.3,"15,000",4,64,256,15.75,6.2,13,2,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K600 (Gold, 16 GB)",2.9,"3,999",2,16,,12.7,5,5,,,,2200,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Leagoo M9 Pro (Gold, 16 GB)",3.8,"7,499",2,16,,14.53,5.72,13,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy Note 20 Ultra 5G (Mystic Black, 256 GB)",4.6,"1,04,999",12,256,1,17.53,6.9,108,12,12,,4500,Exynos Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi 10 (Coral Green, 128 GB)",4.3,"46,980",8,128,,16.94,6.67,108,13,2,2,4780,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo U10 (Thunder Black, 64 GB)",4.4,"12,990",4,64,256,16.13,6.35,13,8,2,,5000,Qualcomm Snapdragon 665 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"LG V30+ (Black, 128 GB)",4.3,"24,999",4,128,2,15.24,6,16,13,,,3300,Qualcomm Snapdragon 835 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"LG W10 Alpha (Black, 32 GB)",3.7,"8,490",3,32,512,14.5,5.71,8,,,,3450,SC9863 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy Note 9 (Midnight Black, 512 GB)",4.6,"84,900",8,512,512,16.26,6.4,12,12,,,4000,Samsung Exynos 9 Octa 9810 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Coolpad Cool 3 (Midnight Blue, 64 GB)",3.6,"8,999",4,64,128,14.48,5.7,8,,,,3000,SC9863A Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Panasonic P101 (Blue, 16 GB)",4,"5,999",2,16,128,13.84,5.45,8,,,,2500,MT6739WA Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Itel A44 Pro (Black, 16 GB)",4.3,"5,995",2,16,,13.84,5.45,8,,,,2400,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"LG V40 ThinQ (Platinum Grey, 128 GB)",4.4,"60,000",6,128,2,16.26,6.4,16,12,,,3300,Qualcomm Snapdragon 845 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi A2 (Gold, 64 GB)",4.2,"12,990",4,64,,15.21,5.99,20,12,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y81i (Black, 16 GB)",4.4,"9,800",2,16,256,15.8,6.22,13,,,,3260,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Honor 9i (Aurora Blue, 64 GB)",4.3,"19,999",4,64,128,14.99,5.9,16,2,,,3340,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A9 (Marble Green, 128 GB)",4.4,"16,490",4,128,256,16.59,6.53,16,2,,,4020,MTK MT6771V (P70) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"InFocus Turbo 5 Plus (Royal Gold, 32 GB)",3.9,"9,500",3,32,32,13.97,5.5,13,5,,,4850,MediaTek MT6750 Processor,https://rukminim1.flixcart.com/image/312/312/jgpfs7k0/mobile/w/c/p/infocus-turbo-5-plus-turbo-5-plus-original-imaf4vfry4fpstux.jpeg?q=70
"Samsung Galaxy J7 Nxt (Gold, 32 GB)",4.3,"12,000",3,32,256,13.97,5.5,13,,,,3000,Exynos Octa Core 1.6 GHz Processor,https://rukminim1.flixcart.com/image/312/312/jc0ttow0-1/mobile/n/a/k/samsung-galaxy-j7-nxt-sm-j701fzdyins-original-imaff8yfg2gnrjhy.jpeg?q=70
"Redmi Note 4 (Dark Grey, 64 GB)",4.4,"11,998",4,64,128,13.97,5.5,13,,,,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz Processor,https://rukminim1.flixcart.com/image/312/312/mobile/9/8/z/mi-redmi-note-4-na-original-imaeqdxjuadhagfc.jpeg?q=70
"Tecno Camon i 2 (Champagne Gold, 32 GB)",4.3,"11,999",3,32,128,15.75,6.2,13,13,,,3750,MT6761 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme 3 Pro (Lightning Purple, 128 GB)",4.5,"16,999",6,128,256,16,6.3,16,5,,,4045,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme 3 Pro (Nitro Blue, 64 GB)",4.5,"13,999",4,64,256,16,6.3,16,5,,,4045,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme 3 Pro (Lightning Purple, 64 GB)",4.5,"15,999",6,64,256,16,6.3,16,5,,,4045,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy J6 (Black, 64 GB)",4.5,"14,990",4,64,256,14.22,5.6,13,,,,3000,Exynos 7870 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO F3 (Gold, 64 GB)",4.3,"18,000",4,64,128,13.97,5.5,13,,,,3200,Mediatek MT6750T Octa Core 1.5GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO F3 (Black, 64 GB)",4.3,"23,500",4,64,128,13.97,5.5,13,,,,3200,Mediatek MT6750T Octa Core 1.5GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Yu Yureka Black (Chrome Black, 32 GB)",4,"6,889",4,32,64,12.7,5,13,,,,3000,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Tecno Camon i4 (Aqua Blue, 32 GB)",4.1,"10,000",2,32,256,15.75,6.2,13,8,,,3500,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S20 (Cosmic Gray, 128 GB)",4.4,"70,199",8,128,1,15.75,6.2,64,12,12,,4000,Exynos 990 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi 8A (Midnight Black, 32 GB)",4.3,"8,990",3,32,512,15.8,6.22,12,,,,5000,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy J6 (Blue, 64 GB)",4.5,"9,490",4,64,256,14.22,5.6,13,,,,3000,Exynos 7870 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K220 (Blue, 16 GB)",3,"4,799",2,16,,15.24,6,5,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 5 Pro (Gold, 64 GB)",4.5,"13,490",4,64,128,15.21,5.99,12,5,,,4000,Qualcomm Snapdragon 636 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"LG Q Stylus+ (Black, 64 GB)",3.9,"17,999",4,64,2,15.75,6.2,16,,,,3300,MediaTek MTK 6750S 1.5 Ghz Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Asus Zenfone Max (Black, 32 GB)",4.1,"7,599",2,32,64,13.97,5.5,13,,,,5000,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Spinup A10 (Shine Blue, 32 GB)",3.9,"6,449",3,32,,15.82,6.23,8,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi A1 (Gold, 64 GB)",4.4,"13,999",4,64,128,13.97,5.5,12,12,,,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi A1 (Rose Gold, 64 GB)",4.4,"14,999",4,64,128,13.97,5.5,12,12,,,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO F11 (Marble Green, 128 GB)",4.4,"17,990",6,128,256,16.59,6.53,48,5,,,4020,MTK MT6771V (P70) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi A1 (Black, 64 GB)",4.4,"13,999",4,64,128,13.97,5.5,12,12,,,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Comio S1 4G (Sunrise Gold, 32 GB)",3.9,"8,295",2,32,128,13.21,5.2,13,,,,2700,Quadcore Processor,https://rukminim1.flixcart.com/image/312/312/j752nww0/mobile/m/p/t/comio-s1-4g-comio-s1-4g-original-imaexany6ngw5sse.jpeg?q=70
"Vivo Y17 (Mystic Purple, 128 GB)",4.4,"13,900",4,128,256,16.13,6.35,13,2,8,,5000,MTK Helio P35 (MT6765) Processor,https://rukminim1.flixcart.com/image/312/312/k1zbssw0pkrrdj/mobile-refurbished/3/e/g/y17-128-a-1902-vivo-4-original-imaffujbv69qfhhy.jpeg?q=70
"Vivo Y17 (Mineral Blue, 128 GB)",4.4,"13,900",4,128,256,16.13,6.35,13,2,8,,5000,MTK Helio P35 (MT6765) Processor,https://rukminim1.flixcart.com/image/312/312/k1zbssw0pkrrdj/mobile-refurbished/3/g/v/y17-128-c-1902-vivo-4-original-imaffugzgfwdrcy9.jpeg?q=70
"Nokia 5.1 (Black&Blue, 32 GB)",4,"16,300",3,32,,13.97,5.5,16,,,,2970,MT6755S Octa Core 2.0 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi A2 (Rose Gold, 64 GB)",4.2,"13,999",4,64,,15.21,5.99,20,12,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy J6 (Gold, 32 GB)",4.4,"12,990",3,32,256,14.22,5.6,13,,,,3000,Exynos 7870 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy Note 8 (Midnight Black, 64 GB)",4.6,"59,900",6,64,256,16,6.3,12,12,,,3300,Samsung Exynos 8895 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo V15 (Frozen Black, 64 GB)",4.4,"21,099",6,64,256,16.59,6.53,12,5,8,,4000,MTK Helio P70 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Ismart i1 EPIC (Black and Blue, 16 GB)",3.2,"4,999",2,16,,13.97,5.5,5,,,,2800,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Huawei P30 Pro (Breathing Crystal, 256 GB)",4.6,"59,690",8,256,256,16.43,6.47,40,20,8,,4200,Cortex-A55 Kirin 980 octa core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A6+ (Gold, 64 GB)",4.4,"21,990",4,64,,15.24,6,16,5,,,3500,Cortex A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Moto E 4th Gen (Iron Gray, 16 GB)",4,"8,499",2,16,32,12.7,5,8,,,,2800,MTK6737 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Gionee M7 Power (Gold, 64 GB)",4.2,"16,682",4,64,256,15.24,6,13,,,,5000,Qualcomm Snapdragon MSM8940 64-bit Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K210 (Blue, 16 GB)",2.8,"4,499",2,16,,13.97,5.5,5,,,,2800,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Panasonic P101 (Gold, 16 GB)",4,"5,940",2,16,128,13.84,5.45,8,,,,2500,MT6739WA Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A20 (Black, 32 GB)",4.3,"11,490",3,32,512,16.26,6.4,13,5,,,4000,Exynos 7884B Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy J2 2018 (Black, 16 GB)",4.3,"7,999",2,16,256,12.7,5,8,,,,2600,Snapdragon 425 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A83 (Champagne, 16 GB)",4.2,"11,000",2,16,256,14.48,5.7,13,,,,3180,MT6763T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Itel Selfiepro S41 (Obsidian Black, 16 GB)",4,"5,999",3,16,,12.7,5,8,,,,2700,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Tecno Camon i 2 (AQUA BLUE, 32 GB)",4.3,"12,333",3,32,128,15.75,6.2,13,2,,,3750,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Tecno Camon i 2 (MIDNIGHT BLACK, 32 GB)",4.3,"7,250",3,32,128,15.75,6.2,13,2,,,3750,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y83 Pro (Black, 64 GB)",4.4,"14,500",4,64,256,15.8,6.22,13,2,,,3260,Mediatek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y83 Pro (Nebula Purple, 64 GB)",4.4,"14,500",4,64,256,15.8,6.22,13,2,,,3260,Mediatek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy J8 (Black, 64 GB)",4.4,"19,500",4,64,256,15.24,6,16,5,,,3500,Qualcomm Snapdragon SDM450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 5 (Rose Gold, 64 GB)",4.4,"11,850",4,64,128,15.21,5.99,12,,,,4000,Qualcomm Snapdragon 625 Processor,https://rukminim1.flixcart.com/image/312/312/jdkjzww0/mobile/h/p/a/redmi-note-5-mzb5918in-original-imaf2g8zyhxc4bxy.jpeg?q=70
"Honor 9N (Robin Egg Blue, 32 GB)",4.4,"12,500",3,32,256,14.83,5.84,13,2,,,3000,Kirin 659 Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/jnhs2vk0/mobile/y/b/6/honor-9n-lld-al20-original-imafa66thevemuhs.jpeg?q=70
"Honor 9N (Robin Egg Blue, 64 GB)",4.3,"14,500",4,64,256,14.83,5.84,13,2,,,3000,Kirin 659 Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/jnhs2vk0/mobile/k/k/p/honor-9n-lld-al20-original-imafa66tsacaxxzf.jpeg?q=70
"Lenovo A7 (Black, 32 GB)",4,"8,490",2,32,128,15.47,6.09,13,,,,4000,Unisoc SC9863 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo V9 Youth (Gold, 32 GB)",4.4,"17,999",4,32,256,16,6.3,16,2,,,3260,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K300 NEW (Black, 64 GB)",2.4,"6,799",4,64,,16.59,6.53,13,,,,4000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K300 NEW (Blue, 64 GB)",2.4,"6,799",4,64,,16.59,6.53,13,,,,4000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K300 NEW (Cyan, 64 GB)",2.4,"6,799",4,64,,16.59,6.53,13,,,,4000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I kall K10 (White, 32 GB)",3,"5,899",4,32,,15.24,6,8,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A3s (Red, 64 GB)",4.3,"14,999",4,64,256,15.75,6.2,13,2,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A5s (Black, 32 GB)",4.3,"9,490",3,32,256,15.75,6.2,13,2,,,4230,MTK MT6765 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A10s (Green, 32 GB)",4.3,"9,999",2,32,512,15.75,6.2,13,2,,,4000,MediaTek MT6762 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Y2 (Gold, 64 GB)",4.4,"12,810",4,64,256,15.21,5.99,12,5,,,3080,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Panasonic P101 (Black, 16 GB)",4,"5,999",2,16,128,13.84,5.45,8,,,,2500,MT6739WA Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy J2 2018 (Gold, 16 GB)",4.3,"7,500",2,16,256,12.7,5,8,,,,2600,Snapdragon 425 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 3.1 (Blue/Copper, 16 GB)",4,"9,999",2,16,,13.21,5.2,13,,,,2990,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 3.1 (Black, 16 GB)",4,"9,999",2,16,,13.21,5.2,13,,,,2990,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy J4 (Black, 32 GB)",4.2,"10,990",3,32,256,13.97,5.5,13,,,,3000,Exynos 7570 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A20 (Gold, 32 GB)",4.3,"12,900",3,32,512,16.26,6.4,13,5,,,4000,Exynos 7884B Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A30s (Prism Crush Black, 128 GB)",4.3,"17,990",4,128,,16.26,6.4,25,5,8,,4000,Exynos 7904 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo V9 Pro (Black, 64 GB)",4.4,"18,990",6,64,,16,6.3,13,2,,,3260,Qualcomm Snapdragon 660AIE 1.95 GHz Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Tecno Spark 4 Air (Polar Blue, 32 GB)",4,"6,499",3,32,256,15.49,6.1,13,0.3,,,3000,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Y2 (Gold, 32 GB)",4.5,"10,299",3,32,256,15.21,5.99,12,5,,,3080,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K201 (Dark Blue, 16 GB)",2.7,"5,299",2,16,,15.9,6.26,8,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"LG Q Stylus+ (Black, 64 GB)",3.9,"17,999",4,64,2,15.75,6.2,16,,,,3300,MediaTek MTK 6750S 1.5 Ghz Octa-core Processor,https://rukminim1.flixcart.com/image/312/312/jnun1jk0/mobile/q/c/h/lg-q-stylus-lmq710ybw-aindbk-original-imafa82s4hmzd7fw.jpeg?q=70
"Samsung Galaxy J7 Pro (Black, 64 GB)",4.4,"20,995",3,64,128,13.97,5.5,13,,,,3600,Exynos Octa-Core 1.6GHz Processor,https://rukminim1.flixcart.com/image/312/312/j5crukw0/mobile/k/s/p/samsung-j7-pro-sm-j730gzkwins-original-imaew2dwvzhy4fyr.jpeg?q=70
"Coolpad Mega 5C (Grey, 16 GB)",3.4,"5,290",2,16,,13.84,5.45,5,,,,2500,Quadcore Processor,https://rukminim1.flixcart.com/image/312/312/k5vcya80/mobile/c/x/3/coolpad-mega-5c-1803-original-imafzghgw2hv8hga.jpeg?q=70
"Tecno Camon i4 (Midnight Black, 32 GB)",4.1,"10,000",2,32,256,15.75,6.2,13,2,8,,3500,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A10s (Green, 32 GB)",4.3,"9,999",2,32,512,15.75,6.2,13,2,,,4000,MediaTek MT6762 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi 9i (Midnight Black, 128 GB)",4.5,"9,299",4,128,512,16.59,6.53,13,,,,5000,MediaTek Helio G25 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Tecno Camon i4 (Champagne Gold, 64 GB)",4.3,"14,415",4,64,256,15.75,6.2,13,8,,,3500,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Micromax Canvas 6 Pro (Black, 16 GB)",3.7,"7,999",4,16,64,13.97,5.5,13,,,,3000,Mediatek MT6795M Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
